lower_bound,upper_bound,correction
161.9818,	161.9822,	2.4804
161.9823,	161.9976,	-26.5421
161.9977,	162.0155,	-34.5742
162.0156,	162.0221,	-12.9749
162.0222,	162.0456,	-16.6901
162.0457,	162.0693,	-45.0852
162.0694,	162.1111,	3.0158
162.1112,	162.1152,	-21.0438
162.1153,	162.1223,	56.0551
162.1224,	162.1314,	-41.4055
162.1315,	162.1696,	132.4727
162.1697,	162.2058,	2.3391
162.2059,	162.208,	6.0367
162.2081,	162.2769,	84.2530
162.277,	162.294,	26.3140
162.2941,	162.3194,	10.8925
162.3195,	162.3375,	-37.1679
162.3376,	162.3394,	62.0062
162.3395,	162.3592,	-3.9167
162.3593,	162.3874,	51.4896
162.3875,	162.3884,	67.4997
162.3885,	162.3916,	-48.2732
162.3917,	162.4056,	85.3384
162.4057,	162.4198,	-41.5096
162.4199,	162.4418,	21.2742
162.4419,	162.4555,	-38.4447
162.4556,	162.4578,	68.0437
162.4579,	162.4847,	4.6252
162.4848,	162.4938,	68.6218
162.4939,	162.4991,	12.6160
162.4992,	162.5061,	56.9172
162.5062,	162.5189,	-10.1643
162.519,	162.5279,	-36.0110
162.528,	162.536,	-32.9380
162.5361,	162.5785,	-47.1025
162.5786,	162.5897,	-16.3539
162.5898,	162.6014,	28.5352
162.6015,	162.6145,	14.3809
162.6146,	162.6773,	-50.8229
162.6774,	162.6885,	-31.7715
162.6886,	162.7238,	23.5222
162.7239,	162.7275,	-41.0057
162.7276,	162.7327,	26.5880
162.7328,	162.7545,	32.1008
162.7546,	162.7591,	-1.6952
162.7592,	162.7633,	-36.1035
162.7634,	162.7681,	131.6178
162.7682,	162.7876,	-32.4273
162.7877,	162.8013,	-8.4774
162.8014,	162.8072,	14.2455
162.8073,	162.8143,	-41.6513
162.8144,	162.8325,	-26.9188
162.8326,	162.8368,	44.9304
162.8369,	162.8593,	-37.3692
162.8594,	162.8735,	-21.4114
162.8736,	162.891,	-38.6093
162.8911,	162.9201,	54.0633
162.9202,	162.9419,	12.3100
162.942,	162.9623,	47.2733
162.9624,	162.9685,	-14.7075
162.9686,	162.9744,	-30.6639
162.9745,	162.9967,	-36.1950
162.9968,	163.0105,	-32.5197
163.0106,	163.0157,	-12.8918
163.0158,	163.0381,	-52.1584
163.0382,	163.0643,	-44.8071
163.0644,	163.0657,	20.8102
163.0658,	163.0663,	-34.3825
163.0664,	163.1136,	6.6741
163.1137,	163.116,	-35.6286
163.1161,	163.1481,	28.1045
163.1482,	163.1529,	-30.7398
163.153,	163.1656,	20.7362
163.1657,	163.1663,	-38.7129
163.1664,	163.1766,	9.6971
163.1767,	163.1798,	-38.1051
163.1799,	163.1805,	44.6251
163.1806,	163.1862,	42.7817
163.1863,	163.2009,	-31.3729
163.201,	163.2016,	111.3950
163.2017,	163.2295,	52.5460
163.2296,	163.2489,	123.5849
163.249,	163.2691,	-35.0765
163.2692,	163.2716,	-36.9149
163.2717,	163.3029,	-7.5338
163.303,	163.3086,	-33.8675
163.3087,	163.3092,	21.8548
163.3093,	163.327,	-52.8553
163.3271,	163.3332,	-14.8979
163.3333,	163.3458,	111.8206
163.3459,	163.3495,	-27.1501
163.3496,	163.3976,	141.7416
163.3977,	163.4136,	-37.5817
163.4137,	163.4245,	-31.4668
163.4246,	163.4326,	-46.7671
163.4327,	163.4437,	-38.8168
163.4438,	163.4809,	130.6080
163.481,	163.4991,	-33.3330
163.4992,	163.5467,	-24.1807
163.5468,	163.5495,	-16.8447
163.5496,	163.5898,	-12.5863
163.5899,	163.592,	119.4484
163.5921,	163.666,	-60.2850
163.6661,	163.7236,	-34.0352
163.7237,	163.7401,	-35.2632
163.7402,	163.7564,	-12.6752
163.7565,	163.7748,	82.5677
163.7749,	163.7999,	-33.4554
163.8,	163.8263,	-15.7644
163.8264,	163.8405,	53.1978
163.8406,	163.8784,	-9.6891
163.8785,	163.8805,	0.6831
163.8806,	163.882,	-38.9805
163.8821,	163.8859,	-63.9993
163.886,	163.9187,	-12.7616
163.9188,	163.9195,	-16.4224
163.9196,	163.92,	64.1045
163.9201,	163.9823,	-34.7490
163.9824,	163.9846,	72.5771
163.9847,	163.9899,	-28.0444
163.99,	163.9934,	-32.3143
163.9935,	164.0296,	113.3761
164.0297,	164.0353,	9.1229
164.0354,	164.0834,	-24.4287
164.0835,	164.0987,	-39.0611
164.0988,	164.129,	9.0606
164.1291,	164.139,	169.8932
164.1391,	164.1406,	-38.4674
164.1407,	164.1444,	-46.9979
164.1445,	164.1454,	-29.9402
164.1455,	164.18,	19.9902
164.1801,	164.1863,	7.8044
164.1864,	164.2131,	8.3957
164.2132,	164.2157,	-48.2388
164.2158,	164.2181,	-3.1776
164.2182,	164.2193,	3.5201
164.2194,	164.2453,	-28.7651
164.2454,	164.2694,	-14.7742
164.2695,	164.2712,	18.7061
164.2713,	164.2727,	113.0604
164.2728,	164.3171,	-6.2788
164.3172,	164.3417,	15.0043
164.3418,	164.3464,	8.9163
164.3465,	164.3586,	104.4311
164.3587,	164.3651,	-21.5162
164.3652,	164.3788,	2.2030
164.3789,	164.398,	-10.5829
164.3981,	164.4023,	82.4792
164.4024,	164.4446,	104.3242
164.4447,	164.47,	-45.8868
164.4701,	164.4855,	27.0629
164.4856,	164.4856,	-15.4941
164.4857,	164.488,	88.4636
164.4881,	164.4925,	-32.5197
164.4926,	164.5631,	-30.1180
164.5632,	164.5904,	57.9679
164.5905,	164.6194,	17.2401
164.6195,	164.6281,	22.0934
164.6282,	164.6291,	8.7293
164.6292,	164.6304,	-37.4356
164.6305,	164.6707,	175.0946
164.6708,	164.6799,	128.3217
164.68,	164.6842,	-27.7405
164.6843,	164.7538,	-25.3431
164.7539,	164.7639,	-10.1745
164.764,	164.7775,	-26.5676
164.7776,	164.7897,	3.7686
164.7898,	164.791,	37.7502
164.7911,	164.811,	-4.1326
164.8111,	164.8228,	-29.0147
164.8229,	164.8294,	-27.1975
164.8295,	164.8552,	-47.2264
164.8553,	164.8619,	103.8069
164.862,	164.8658,	-12.0497
164.8659,	164.9097,	3.6931
164.9098,	164.9321,	-16.9355
164.9322,	164.9322,	24.2935
164.9323,	164.9398,	19.4375
164.9399,	164.959,	-53.3217
164.9591,	164.9631,	-33.9246
164.9632,	164.9662,	-33.3197
164.9663,	164.9834,	-33.9328
164.9835,	164.9904,	-43.0270
164.9905,	165.046,	19.3606
165.0461,	165.0615,	-42.4457
165.0616,	165.0776,	-45.4802
165.0777,	165.0863,	-29.7337
165.0864,	165.1072,	32.6411
165.1073,	165.1243,	18.6984
165.1244,	165.158,	43.4989
165.1581,	165.1674,	-45.5098
165.1675,	165.1732,	7.7657
165.1733,	165.267,	-44.9376
165.2671,	165.2687,	-41.3077
165.2688,	165.281,	-26.7914
165.2811,	165.2839,	-34.0529
165.284,	165.2926,	-31.0314
165.2927,	165.3583,	8.2498
165.3584,	165.3656,	-43.7610
165.3657,	165.4146,	-9.9233
165.4147,	165.4163,	-32.2920
165.4164,	165.4287,	-31.0881
165.4288,	165.4788,	18.4442
165.4789,	165.4885,	80.6772
165.4886,	165.5225,	-14.8152
165.5226,	165.5266,	-46.8363
165.5267,	165.5267,	-12.4008
165.5268,	165.5558,	-3.9599
165.5559,	165.5653,	-3.9654
165.5654,	165.5723,	-8.1972
165.5724,	165.6071,	-43.8430
165.6072,	165.7123,	106.9852
165.7124,	165.7129,	-28.7925
165.713,	165.713,	-37.2409
165.7131,	165.7478,	-34.8408
165.7479,	165.76,	-53.5473
165.7601,	165.8055,	-8.3263
165.8056,	165.817,	77.3039
165.8171,	165.826,	-37.8867
165.8261,	165.829,	64.6274
165.8291,	165.841,	-0.5071
165.8411,	165.8491,	-31.8658
165.8492,	165.8663,	-2.9339
165.8664,	165.8701,	-22.2283
165.8702,	165.8719,	-41.5211
165.872,	165.8929,	-25.2530
165.893,	165.8969,	-36.1049
165.897,	165.9253,	39.2193
165.9254,	165.9368,	-37.9282
165.9369,	165.9397,	-27.0819
165.9398,	165.9586,	166.9340
165.9587,	165.9651,	-1.7866
165.9652,	165.9747,	9.0528
165.9748,	165.9767,	-28.3032
165.9768,	165.9858,	93.3901
165.9859,	165.9926,	127.7210
165.9927,	166.0327,	-43.9869
166.0328,	166.0419,	-51.2171
166.042,	166.044,	13.2230
166.0441,	166.0612,	-46.4053
166.0613,	166.0992,	-37.3868
166.0993,	166.1218,	6.5483
166.1219,	166.1559,	7.7302
166.156,	166.156,	-38.0101
166.1561,	166.1568,	-41.0196
166.1569,	166.168,	-14.5443
166.1681,	166.2044,	-51.2648
166.2045,	166.2193,	-10.3594
166.2194,	166.2337,	-6.1562
166.2338,	166.2841,	49.7437
166.2842,	166.2955,	-45.2781
166.2956,	166.3022,	56.9432
166.3023,	166.3073,	-29.6483
166.3074,	166.3229,	7.6220
166.323,	166.3238,	-34.4652
166.3239,	166.3297,	-15.2286
166.3298,	166.3407,	-28.4601
166.3408,	166.3725,	-38.6918
166.3726,	166.4095,	33.4058
166.4096,	166.4241,	38.8020
166.4242,	166.4333,	64.0297
166.4334,	166.4416,	-1.4669
166.4417,	166.4551,	-46.5321
166.4552,	166.4697,	7.5271
166.4698,	166.4771,	76.0002
166.4772,	166.4957,	55.5595
166.4958,	166.4972,	-44.1432
166.4973,	166.5163,	15.9046
166.5164,	166.5202,	56.1372
166.5203,	166.5603,	33.8854
166.5604,	166.5834,	-30.3652
166.5835,	166.6338,	-31.5865
166.6339,	166.656,	41.0090
166.6561,	166.6729,	47.5945
166.673,	166.6813,	-13.0077
166.6814,	166.6829,	58.3846
166.683,	166.7115,	15.7688
166.7116,	166.7258,	-48.4183
166.7259,	166.7437,	-44.8255
166.7438,	166.7445,	-1.0462
166.7446,	166.8043,	0.7168
166.8044,	166.8075,	25.2941
166.8076,	166.813,	-35.2568
166.8131,	166.8376,	-25.6762
166.8377,	166.894,	15.6423
166.8941,	166.9004,	-35.8899
166.9005,	166.9018,	-64.6499
166.9019,	166.9029,	-0.5410
166.903,	166.9305,	-1.1565
166.9306,	166.9396,	4.2293
166.9397,	166.9401,	-32.9101
166.9402,	166.9474,	-41.2989
166.9475,	166.9586,	7.2122
166.9587,	166.9604,	-12.5541
166.9605,	166.9746,	-44.9018
166.9747,	166.9786,	-7.7726
166.9787,	166.9812,	-28.1356
166.9813,	167.0052,	-33.5350
167.0053,	167.0135,	3.5844
167.0136,	167.0199,	-35.3370
167.02,	167.0203,	115.5426
167.0204,	167.0305,	-15.5843
167.0306,	167.0408,	-44.9236
167.0409,	167.0532,	-25.1736
167.0533,	167.0562,	-38.9427
167.0563,	167.0594,	4.1546
167.0595,	167.0615,	-37.1489
167.0616,	167.0907,	-15.6147
167.0908,	167.0922,	45.4287
167.0923,	167.0931,	-44.9409
167.0932,	167.1141,	-37.1687
167.1142,	167.1545,	-52.7383
167.1546,	167.1786,	-43.1746
167.1787,	167.187,	-33.0092
167.1871,	167.1893,	-18.0570
167.1894,	167.2546,	-43.7983
167.2547,	167.2603,	7.0188
167.2604,	167.2708,	-13.3142
167.2709,	167.2836,	-7.3430
167.2837,	167.2872,	85.3101
167.2873,	167.3153,	-44.4163
167.3154,	167.3212,	-30.0746
167.3213,	167.3392,	-1.9955
167.3393,	167.3469,	-12.1585
167.347,	167.3594,	-11.5675
167.3595,	167.36,	-12.7629
167.3601,	167.3671,	57.1396
167.3672,	167.3677,	-37.2639
167.3678,	167.3746,	49.3656
167.3747,	167.3839,	9.9269
167.384,	167.4026,	36.1986
167.4027,	167.4069,	-30.1104
167.407,	167.4462,	-51.0291
167.4463,	167.4623,	-46.2566
167.4624,	167.4633,	-49.8398
167.4634,	167.4879,	32.5469
167.488,	167.5365,	33.1053
167.5366,	167.5445,	-12.8590
167.5446,	167.5475,	15.1912
167.5476,	167.5516,	6.8328
167.5517,	167.567,	-33.7578
167.5671,	167.5791,	46.7964
167.5792,	167.5905,	19.9352
167.5906,	167.6046,	-54.0585
167.6047,	167.6211,	-46.3075
167.6212,	167.6354,	6.1828
167.6355,	167.6464,	-39.1576
167.6465,	167.6561,	-38.5647
167.6562,	167.7122,	-38.5853
167.7123,	167.7329,	-50.5166
167.733,	167.7655,	-39.7969
167.7656,	167.7707,	3.1170
167.7708,	167.7722,	-45.7598
167.7723,	167.7995,	-18.3549
167.7996,	167.8209,	-42.2003
167.821,	167.8303,	-26.1158
167.8304,	167.8315,	-36.8414
167.8316,	167.847,	-49.9544
167.8471,	167.8771,	-36.8586
167.8772,	167.9115,	20.3015
167.9116,	167.9181,	98.9065
167.9182,	167.9791,	-44.0407
167.9792,	168.0326,	41.0441
168.0327,	168.1052,	38.6037
168.1053,	168.1528,	-6.6325
168.1529,	168.1568,	-46.4785
168.1569,	168.1653,	14.7680
168.1654,	168.1699,	-28.6436
168.17,	168.1841,	280.4937
168.1842,	168.1925,	-6.6546
168.1926,	168.1962,	6.4234
168.1963,	168.2082,	-38.7663
168.2083,	168.2534,	46.2080
168.2535,	168.254,	-46.5094
168.2541,	168.273,	-44.1384
168.2731,	168.2752,	74.1196
168.2753,	168.2901,	134.1195
168.2902,	168.2975,	-33.4512
168.2976,	168.3126,	-9.0977
168.3127,	168.3165,	-29.8940
168.3166,	168.3245,	6.3422
168.3246,	168.3428,	-57.8242
168.3429,	168.3543,	84.1355
168.3544,	168.3585,	-42.3849
168.3586,	168.3635,	5.7236
168.3636,	168.3678,	-42.3880
168.3679,	168.394,	-7.3601
168.3941,	168.4028,	-0.8330
168.4029,	168.4138,	23.5053
168.4139,	168.4534,	-34.1064
168.4535,	168.4839,	42.4468
168.484,	168.4951,	-42.4316
168.4952,	168.5292,	-31.7626
168.5293,	168.5293,	9.1798
168.5294,	168.5299,	-35.9164
168.53,	168.531,	-44.8173
168.5311,	168.533,	-18.7103
168.5331,	168.5654,	-40.0826
168.5655,	168.5656,	103.4817
168.5657,	168.5772,	4.9964
168.5773,	168.5802,	-28.2241
168.5803,	168.5905,	64.3035
168.5906,	168.6299,	146.1011
168.63,	168.6307,	-32.3967
168.6308,	168.6485,	85.0002
168.6486,	168.7037,	-48.4303
168.7038,	168.7192,	-46.0642
168.7193,	168.7662,	-11.7122
168.7663,	168.7685,	-0.4553
168.7686,	168.7712,	-48.4509
168.7713,	168.7958,	-47.2736
168.7959,	168.8018,	1.8946
168.8019,	168.8034,	-28.3190
168.8035,	168.8092,	-51.4245
168.8093,	168.815,	-29.5086
168.8151,	168.839,	99.0062
168.8391,	168.8739,	17.8394
168.874,	168.9435,	-43.7682
168.9436,	168.9569,	-39.6296
168.957,	169.0059,	-7.1038
169.006,	169.0159,	31.9403
169.016,	169.0243,	99.3796
169.0244,	169.0453,	-48.5345
169.0454,	169.0637,	-26.6549
169.0638,	169.1308,	-40.2829
169.1309,	169.1435,	-26.6895
169.1436,	169.1457,	-43.8354
169.1458,	169.1559,	35.3781
169.156,	169.1661,	-47.3890
169.1662,	169.1997,	15.2484
169.1998,	169.2114,	-15.4903
169.2115,	169.2268,	-44.4532
169.2269,	169.238,	14.0406
169.2381,	169.2968,	-43.8855
169.2969,	169.3041,	112.6352
169.3042,	169.3051,	4.5450
169.3052,	169.3454,	-27.3674
169.3455,	169.3557,	-29.7337
169.3558,	169.3667,	-37.4139
169.3668,	169.3816,	9.8112
169.3817,	169.4327,	-49.2424
169.4328,	169.4615,	84.1126
169.4616,	169.4687,	-33.9111
169.4688,	169.4855,	-38.0478
169.4856,	169.5145,	-36.2886
169.5146,	169.5238,	-5.0281
169.5239,	169.5271,	-29.8047
169.5272,	169.5352,	-29.8081
169.5353,	169.5691,	-7.4124
169.5692,	169.5782,	-38.6714
169.5783,	169.5971,	22.6436
169.5972,	169.6092,	60.9583
169.6093,	169.6468,	-44.0013
169.6469,	169.6578,	-7.4608
169.6579,	169.7218,	103.8630
169.7219,	169.7399,	34.9123
169.74,	169.7565,	-26.9542
169.7566,	169.7571,	-39.9142
169.7572,	169.762,	-44.6283
169.7621,	169.7967,	-22.8489
169.7968,	169.8103,	-53.4775
169.8104,	169.831,	-14.0322
169.8311,	169.8605,	-42.8943
169.8606,	169.8635,	89.5639
169.8636,	169.8696,	-19.9386
169.8697,	169.886,	12.4283
169.8861,	169.9027,	-48.7942
169.9028,	169.9116,	-35.2605
169.9117,	169.9529,	55.3371
169.953,	169.9591,	-44.6926
169.9592,	169.9868,	-17.6407
169.9869,	170.0413,	59.3730
170.0414,	170.0534,	-50.0157
170.0535,	170.0692,	-54.1363
170.0693,	170.0777,	-58.2544
170.0778,	170.0778,	78.7417
170.0779,	170.0809,	-31.7972
170.081,	170.0958,	-27.0999
170.0959,	170.1356,	-30.0558
170.1357,	170.1596,	8.1338
170.1597,	170.167,	-11.8513
170.1671,	170.1814,	-42.4144
170.1815,	170.2029,	60.9844
170.203,	170.212,	-44.7748
170.2121,	170.242,	-40.0853
170.2421,	170.2806,	-52.4315
170.2807,	170.3039,	-45.3917
170.304,	170.3243,	-8.4100
170.3244,	170.3277,	76.1310
170.3278,	170.3338,	2.1523
170.3339,	170.3648,	69.0490
170.3649,	170.3738,	22.6714
170.3739,	170.3856,	-8.4430
170.3857,	170.3862,	-27.8110
170.3863,	170.4034,	-44.8368
170.4035,	170.4425,	9.1277
170.4426,	170.452,	-30.7723
170.4521,	170.4679,	-36.6450
170.468,	170.4722,	-44.2724
170.4723,	170.477,	-29.6093
170.4771,	170.4842,	129.3467
170.4843,	170.4961,	-34.8959
170.4962,	170.5132,	-46.6317
170.5133,	170.5452,	88.2199
170.5453,	170.5598,	-43.1284
170.5599,	170.6262,	-37.8759
170.6263,	170.6319,	59.9935
170.632,	170.6415,	-43.7417
170.6416,	170.6516,	-16.2036
170.6517,	170.6922,	28.8870
170.6923,	170.7002,	-39.0745
170.7003,	170.7283,	5.4307
170.7284,	170.7344,	11.8697
170.7345,	170.7357,	-41.4299
170.7358,	170.7649,	-43.7824
170.765,	170.7733,	-13.3354
170.7734,	170.8014,	-45.5508
170.8015,	170.8206,	-49.0694
170.8207,	170.8304,	-44.9747
170.8305,	170.8348,	-24.4885
170.8349,	170.8709,	-32.6977
170.871,	170.8944,	-35.6328
170.8945,	170.9335,	-30.3823
170.9336,	170.9689,	-30.3967
170.969,	170.976,	-35.6635
170.9761,	170.9888,	-35.0835
170.9889,	171.006,	-23.3945
171.0061,	171.0086,	-43.2777
171.0087,	171.0406,	-51.4735
171.0407,	171.0468,	-15.8125
171.0469,	171.0789,	-47.9772
171.079,	171.0913,	15.7277
171.0914,	171.0919,	-18.7571
171.092,	171.1343,	41.9938
171.1344,	171.1382,	2.8409
171.1383,	171.1828,	-44.5038
171.1829,	171.1831,	-28.1471
171.1832,	171.1923,	-55.0213
171.1924,	171.2043,	-50.9358
171.2044,	171.2044,	-38.0857
171.2045,	171.2117,	-32.8317
171.2118,	171.2325,	13.8803
171.2326,	171.2359,	3.3662
171.236,	171.2497,	-35.7663
171.2498,	171.2499,	-10.0729
171.25,	171.2822,	12.0957
171.2823,	171.2902,	-21.7702
171.2903,	171.2956,	-30.5295
171.2957,	171.3067,	-50.9651
171.3068,	171.3119,	104.8895
171.312,	171.3299,	-34.6291
171.33,	171.3387,	-33.4651
171.3388,	171.3404,	-43.3875
171.3405,	171.3466,	-10.7073
171.3467,	171.3493,	-14.7939
171.3494,	171.3799,	-17.1432
171.38,	171.3859,	-43.9861
171.386,	171.392,	-36.9866
171.3921,	171.4294,	26.5827
171.4295,	171.4526,	-40.5083
171.4527,	171.4612,	-4.3516
171.4613,	171.5071,	43.4343
171.5072,	171.57,	-18.4006
171.5701,	171.5878,	-39.9724
171.5879,	171.5942,	-50.4645
171.5943,	171.5973,	7.2278
171.5974,	171.6043,	-10.8414
171.6044,	171.6266,	-26.5848
171.6267,	171.6554,	-47.5694
171.6555,	171.6689,	29.3187
171.669,	171.6725,	107.3716
171.6726,	171.6764,	34.5555
171.6765,	171.6995,	27.5484
171.6996,	171.7052,	11.2372
171.7053,	171.7453,	-45.2678
171.7454,	171.7551,	-29.5509
171.7552,	171.8076,	76.9421
171.8077,	171.8165,	-17.3537
171.8166,	171.8269,	18.1421
171.827,	171.8909,	45.4411
171.891,	171.916,	91.9542
171.9161,	171.9243,	-24.9670
171.9244,	171.9329,	-41.2562
171.933,	171.9335,	-7.5224
171.9336,	171.9606,	-28.4720
171.9607,	171.9634,	11.6517
171.9635,	171.9843,	-22.0859
171.9844,	171.9864,	-36.6229
