lower_bound,upper_bound,correction
151.5702,	151.609,	-23.4874
151.6091,	151.6191,	66.8655
151.6192,	151.628,	-10.3068
151.6281,	151.6587,	100.4501
151.6588,	151.7267,	60.1564
151.7268,	151.783,	-37.4107
151.7831,	151.8445,	-21.6303
151.8446,	151.8641,	93.5941
151.8642,	151.8731,	-38.1062
151.8732,	151.9245,	-32.2032
151.9246,	151.937,	-30.2342
151.9371,	151.9694,	-28.9331
151.9695,	152.019,	-6.5906
152.0191,	152.027,	-1.9911
152.0271,	152.0541,	8.5140
152.0542,	152.1058,	-30.9691
152.1059,	152.1636,	-9.9653
152.1637,	152.3096,	70.7049
152.3097,	152.3245,	-23.8468
152.3246,	152.3531,	6.3319
152.3532,	152.3633,	-44.8686
152.3634,	152.3742,	-6.1521
152.3743,	152.3977,	20.7367
152.3978,	152.4835,	-27.8610
152.4836,	152.5145,	25.2340
152.5146,	152.5187,	46.2116
152.5188,	152.5213,	-39.0249
152.5214,	152.5489,	76.3369
152.549,	152.6233,	120.1499
152.6234,	152.7106,	-54.8165
152.7107,	152.7279,	3.4519
152.728,	152.7415,	-45.0051
152.7416,	152.7451,	13.9153
152.7452,	152.7461,	68.2531
152.7462,	152.8323,	-43.0749
152.8324,	152.8971,	-39.1748
152.8972,	153.138,	11.6640
153.1381,	153.1701,	-11.2098
153.1702,	153.2381,	-39.9627
153.2382,	153.2653,	152.5033
153.2654,	153.3115,	157.6453
153.3116,	153.517,	2.9202
153.5171,	153.5913,	4.1726
153.5914,	153.7742,	-19.3623
153.7743,	153.7958,	35.2443
153.7959,	153.951,	-35.0443
153.9511,	154.054,	-37.0351
154.0541,	154.2656,	-50.0861
154.2657,	154.3363,	-32.6147
154.3364,	154.3985,	55.4419
154.3986,	154.4438,	-38.4889
154.4439,	154.6187,	-33.3845
154.6188,	154.8503,	67.2583
154.8504,	155.0867,	-31.0063
155.0868,	155.4655,	-0.2994
155.4656,	155.8046,	86.7724
155.8047,	156.1293,	-34.0290
156.1294,	156.142,	-2.0123
156.1421,	158.7762,	-47.0954
158.7763,	161.9352,	-35.7768
161.9353,	162.7908,	-37.3429
162.7909,	299.9999,	60.9064
