lower_bound,upper_bound,correction
1.000000,136.923600,-30.618200
136.923700,138.163600,-2.289800
138.163700,145.483000,-23.702400
145.483100,146.190200,-17.915100
146.190300,147.496300,-13.896100
147.496400,149.038600,36.206400
149.038700,149.038600,36.206400
149.038700,150.106600,-11.396300
150.106700,150.381400,-14.218100
150.381500,150.383700,9.719300
150.383800,151.056600,3.272500
151.056700,151.672000,-21.541200
151.672100,152.630600,-39.723800
152.630700,153.008200,28.097700
153.008300,153.470800,-22.460800
153.470900,153.610200,90.742500
153.610300,155.615100,-8.106600
155.615200,155.908700,-12.128100
155.908800,156.040500,5.100900
156.040600,156.089200,-1.979100
156.089300,156.144100,-30.833100
156.144200,156.572700,16.239900
156.572800,156.691700,2.749500
156.691800,156.988600,5.103200
156.988700,157.000100,-31.847200
157.000200,157.042200,-39.506700
157.042300,157.051400,-38.873500
157.051500,157.186600,-31.291900
157.186700,157.252000,-19.873900
157.252100,157.285400,-16.076200
157.285500,157.298100,-12.904200
157.298200,157.352500,2.318000
157.352600,157.357300,81.751900
157.357400,157.489800,-37.773700
157.489900,157.539600,11.718000
157.539700,157.568300,26.929100
157.568400,157.576000,-15.596300
157.576100,157.641500,-37.833600
157.641600,157.650500,-26.419500
157.650600,157.672700,-6.768900
157.672800,157.690200,38.879900
157.690300,157.708300,-35.957700
157.708400,157.721100,19.197800
157.721200,157.791700,-30.287800
157.791800,157.813300,19.761800
157.813400,157.834300,1.372100
157.834400,157.865300,75.466000
157.865400,157.866800,62.162000
157.866900,157.872400,-12.587600
157.872500,157.873200,-38.558300
157.873300,157.889200,-23.997300
157.889300,157.916800,-1.213800
157.916900,157.929300,-35.414100
157.929400,157.943800,-16.426000
157.943900,157.963300,-24.666000
157.963400,158.007000,37.968600
158.007100,158.019600,96.811000
158.019700,158.046700,6.297700
158.046800,158.072100,-44.961800
158.072200,158.081500,-31.680800
158.081600,158.086200,3.740900
158.086300,158.110300,14.477000
158.110400,158.136400,102.356900
158.136500,158.140800,-0.089000
158.140900,158.151200,-38.034000
158.151300,158.181400,-41.838900
158.181500,158.198200,-30.467000
158.198300,158.199800,-30.467700
158.199900,158.222700,-15.309300
158.222800,158.230300,-43.752900
158.230400,158.242500,16.277200
158.242600,158.247600,37.758800
158.247700,158.260600,-29.230600
158.260700,158.264200,-10.908400
158.264300,158.302100,-55.149100
158.302200,158.305100,-30.513900
158.305200,158.305100,-36.199200
158.305200,158.305300,57.922700
158.305400,158.323900,-44.417700
158.324000,158.345700,-12.848900
158.345800,158.357300,-5.277500
158.357400,158.357700,-36.851800
158.357800,158.383500,43.323000
158.383600,158.392500,-42.547800
158.392600,158.409200,-43.816400
158.409300,158.414600,-28.036900
158.414700,158.430400,45.174200
158.430500,158.430700,-24.888300
158.430800,158.438500,65.995000
158.438600,158.440700,-30.573400
158.440800,158.448900,-50.772800
158.449000,158.472400,-44.469800
158.472500,158.479900,93.715400
158.480000,158.497200,-17.979600
158.497300,158.499400,-26.182700
158.499500,158.505300,19.238900
158.505400,158.513100,-41.960600
158.513200,158.519900,-35.023900
158.520000,158.528000,-40.073700
158.528100,158.537800,-11.693000
158.537900,158.547200,54.528100
158.547300,158.554200,41.276600
158.554300,158.563000,51.359400
158.563100,158.570400,-28.738300
158.570500,158.583100,-30.005200
158.583200,158.607600,24.836400
158.607700,158.623900,-14.262600
158.624000,158.630900,-24.983100
158.631000,158.637200,-7.966100
158.637300,158.664000,-36.973700
158.664100,158.671900,-53.993100
158.672000,158.676300,-30.676500
158.676400,158.678700,-3.578800
158.678800,158.684100,10.282000
158.684200,158.691000,-36.354300
158.691100,158.695200,-43.287500
158.695300,158.713000,-28.802300
158.713100,158.716000,17.190500
158.716100,158.716100,-42.034900
158.716200,158.726600,-31.328400
158.726700,158.751700,-38.898300
158.751800,158.765200,-43.312500
158.765300,158.768000,-32.606100
158.768100,158.779600,3.917700
158.779700,158.783200,-39.540200
158.783300,158.784300,-36.391700
158.784400,158.784500,-45.838500
158.784600,158.802700,-36.399000
158.802800,158.810800,-45.217800
158.810900,158.843500,62.424000
158.843600,158.872300,-35.797500
158.872400,158.876700,63.019500
158.876800,158.892200,18.319200
158.892300,158.892800,-30.141600
158.892900,158.928300,22.696800
158.928400,158.944900,-8.144300
158.945000,158.948500,-13.179400
158.948600,158.951000,10.096800
158.951100,158.956700,-43.380800
158.956800,158.959300,-43.381700
158.959400,158.967700,-45.271900
158.967800,158.973600,11.968300
158.973700,158.988800,-28.925800
158.988900,158.991400,-27.040100
158.991500,158.999900,30.188800
159.000000,159.020600,11.935200
159.020700,159.029700,-15.739000
159.029800,159.029700,-38.376300
159.029800,159.039300,-12.600200
159.039400,159.044600,-42.154600
159.044700,159.051500,-20.151600
159.051600,159.064900,-47.191400
159.065000,159.065800,-7.585400
159.065900,159.086300,-41.541200
159.086400,159.091600,-29.600300
159.091700,159.102400,46.446600
159.102500,159.103700,-39.033500
159.103800,159.106500,-36.520500
159.106600,159.112100,88.546300
159.112200,159.113700,12.498100
159.113800,159.129200,-35.901100
159.129300,159.144400,23.787000
159.144500,159.144600,-22.083400
159.144700,159.148500,38.864000
159.148600,159.153700,-24.601200
159.153800,159.159100,51.420800
159.159200,159.168700,-42.827900
159.168800,159.174400,93.498500
159.174500,159.178500,-25.241200
159.178600,159.196900,-37.812800
159.197000,159.221100,-3.907200
159.221200,159.232000,-42.222700
159.232100,159.246400,-8.946100
159.246500,159.259600,29.976400
159.259700,159.271900,37.500800
159.272000,159.272600,-30.936000
159.272700,159.273900,-30.936600
159.274000,159.276900,-15.241900
159.277000,159.281700,-36.590300
159.281800,159.292400,16.138700
159.292500,159.310500,-39.740300
159.310600,159.313100,40.603600
159.313200,159.320600,-40.999500
159.320700,159.345900,-43.519100
159.346000,159.347500,-35.988900
159.347600,159.388300,21.088000
159.388400,159.409900,-42.914500
159.410000,159.427600,-33.512200
159.427700,159.443000,-11.567100
159.443100,159.455000,-52.337700
159.455100,159.460100,-33.525700
159.460200,159.469600,-29.140100
159.469700,159.470100,-36.665300
159.470200,159.478700,10.986600
159.478800,159.483000,-36.043300
159.483100,159.527300,-31.046300
159.527400,159.528800,71.128900
159.528900,159.529100,39.159600
159.529200,159.535600,9.066600
159.535700,159.548400,45.410400
159.548500,159.555600,-34.192200
159.555700,159.565800,7.165800
159.565900,159.572500,52.281900
159.572600,159.573400,-29.186200
159.573500,159.576500,57.291300
159.576600,159.587400,-4.754400
159.587500,159.596800,19.676600
159.596900,159.610300,-24.816900
159.610400,159.612100,-4.142600
159.612200,159.627800,-41.739500
159.627900,159.632300,12.759200
159.632400,159.632900,-1.022900
159.633000,159.635700,-41.742300
159.635800,159.639100,-31.094600
159.639200,159.642100,-27.963900
159.642200,159.645500,-39.240400
159.645600,159.656000,-35.486300
159.656100,159.668500,45.927400
159.668600,159.694100,94.747400
159.694200,159.705900,36.500900
159.706000,159.709900,-1.696700
159.710000,159.740400,-29.886300
159.740500,159.741300,-45.536900
159.741400,159.743600,50.240700
159.743700,159.749700,-6.103100
159.749800,159.759700,-22.383400
159.759800,159.767400,-44.919900
159.767500,159.790700,-32.411600
159.790800,159.792800,-21.773700
159.792900,159.810100,-16.150500
159.810200,159.823300,30.769400
159.823400,159.828100,23.257400
159.828200,159.845700,-15.543500
159.845800,159.846800,67.660500
159.846900,159.850000,-6.162000
159.850100,159.859900,-41.198500
159.860000,159.865500,6.339400
159.865600,159.869000,-34.321200
159.869100,159.870700,26.352100
159.870800,159.871400,-46.206800
159.871500,159.893600,44.471100
159.893700,159.909000,-44.343300
159.909100,159.911600,1.931300
159.911700,159.911700,15.063500
159.911800,159.935200,-44.352500
159.935300,159.938900,-4.963700
159.939000,159.957600,-27.480800
159.957700,159.967700,-41.238100
159.967800,159.967900,-1.230200
159.968000,159.970500,-38.113600
159.970600,159.974200,-45.616200
159.974300,159.977000,95.653100
159.977100,159.977500,-11.237500
159.977600,159.979200,-3.112400
159.979300,159.985600,-25.618300
159.985700,159.989200,-15.619300
159.989300,159.992400,-31.871700
159.992500,160.010400,4.993200
160.010500,160.014600,-8.133400
160.014700,160.027600,-28.137400
