lower_bound,upper_bound,correction
161.904700,161.913200,-38.238500
161.913300,161.915300,-42.562600
161.915400,161.958900,48.803200
161.959000,161.984100,-45.056300
161.984200,161.991400,72.231300
161.991500,162.012400,-40.128000
162.012500,162.019000,-38.896100
162.019100,162.027400,-36.430500
162.027500,162.044600,7.377900
162.044700,162.055600,-35.207400
162.055700,162.081300,-29.664900
162.081400,162.093000,-27.819200
162.093100,162.096800,3.641800
162.096900,162.101300,77.049700
162.101400,162.109800,-33.995400
162.109900,162.117700,72.714000
162.117800,162.120400,-36.467000
162.120500,162.121100,12.261700
162.121200,162.125500,-35.235300
162.125600,162.146300,-30.309900
162.146400,162.162700,-47.583500
162.162800,162.166500,-5.652500
162.166600,162.173100,56.006100
162.173200,162.197200,13.442100
162.197300,162.219500,48.564200
162.219600,162.232000,-31.579400
162.232100,162.246600,-38.365400
162.246700,162.260500,-43.301100
162.260600,162.267400,55.915500
162.267500,162.277200,8.456400
162.277300,162.278700,-11.880000
162.278800,162.284400,-35.915000
162.284500,162.290300,23.852100
162.290400,162.290300,23.852100
162.290400,162.300800,10.289100
162.300900,162.324700,-23.609900
162.324800,162.332600,-39.630100
162.332700,162.335900,-24.847200
162.336000,162.339900,-29.777000
162.340000,162.365900,-0.841200
162.366000,162.370600,25.022600
162.370700,162.378500,-40.878900
162.378600,162.393100,20.694800
162.393200,162.422500,5.281000
162.422600,162.424600,50.839200
162.424700,162.436800,-33.512600
162.436900,162.445100,18.193700
162.445200,162.449900,92.674800
162.450000,162.454100,-31.673000
162.454200,162.463900,-31.061600
162.464000,162.465500,-52.605300
162.465600,162.467900,-35.371800
162.468000,162.468200,1.558300
162.468300,162.479600,-23.682700
162.479700,162.480700,-5.219500
162.480800,162.480800,-38.454300
162.480900,162.487000,37.857200
162.487100,162.502400,-45.231600
162.502500,162.506300,-37.233200
162.506400,162.510500,-20.620500
162.510600,162.517300,-30.468900
162.517400,162.528700,-29.243200
162.528800,162.530100,42.742800
162.530200,162.550600,-43.402200
162.550700,162.554000,79.632700
162.554100,162.565200,12.570200
162.565300,162.570800,-18.804600
162.570900,162.576400,-29.879100
162.576500,162.576900,-41.566100
162.577000,162.599600,88.807400
162.599700,162.600900,-45.264700
162.601000,162.615700,-46.499600
162.615800,162.625600,-23.751200
162.625700,162.626000,0.230000
162.626100,162.632800,-29.903500
162.632900,162.637300,50.027100
162.637400,162.659200,-34.218300
162.659300,162.660100,-69.875800
162.660200,162.670000,-36.681600
162.670100,162.686000,-42.834600
162.686100,162.688300,-35.459400
162.688400,162.693300,-13.948500
162.693400,162.694300,-43.452200
162.694400,162.711100,-28.708000
162.711200,162.712000,-45.302100
162.712100,162.721800,-37.316300
162.721900,162.746500,-7.832100
162.746600,162.746900,-49.615000
162.747000,162.756800,3.221500
162.756900,162.768300,-36.105500
162.768400,162.784500,-41.026300
162.784600,162.792100,-14.615000
162.792200,162.792700,71.383600
162.792800,162.802500,-37.347400
162.802600,162.809400,-47.177500
162.809500,162.811400,-4.797800
162.811500,162.820000,-29.369800
162.820100,162.821300,87.936200
162.821400,162.826300,-28.758400
162.826400,162.835300,-21.393000
162.835400,162.837900,-34.290500
162.838000,162.850700,-8.505200
162.850800,162.850900,-28.155200
162.851000,162.853500,-12.805100
162.853600,162.881000,-34.307900
162.881100,162.898100,-33.700900
162.898200,162.915700,-20.204100
162.915800,162.930400,53.439800
162.930500,162.931800,-36.169600
162.931900,162.937600,-7.326500
162.937700,162.940300,-44.151300
162.940400,162.948100,-38.017100
162.948200,162.967600,41.746000
162.967700,162.978900,-41.710200
162.979000,162.989700,7.982300
162.989800,163.003600,-17.179800
163.003700,163.006600,-10.433100
163.006700,163.054000,15.912500
163.054100,163.073400,-22.121000
163.073500,163.073900,55.144400
163.074000,163.075000,40.426200
163.075100,163.078800,-25.189500
163.078900,163.085800,50.227700
163.085900,163.086600,-30.098500
163.086700,163.109900,-32.560800
163.110000,163.118800,-40.534200
163.118900,163.122000,52.033500
163.122100,163.124500,-12.336900
163.124600,163.127100,7.278300
163.127200,163.127300,-46.667400
163.127400,163.128800,-38.698700
163.128900,163.132100,-7.437000
163.132200,163.136800,-27.055100
163.136900,163.146000,-42.995900
163.146100,163.150900,-0.705400
163.151000,163.154600,6.034400
163.154700,163.156000,-38.096100
163.156100,163.184000,-33.817100
163.184100,163.200800,-8.088700
163.200900,163.209200,30.507400
163.209300,163.236300,-28.324800
163.236400,163.249200,-46.094700
163.249300,163.253800,54.973400
163.253900,163.258900,45.780700
163.259000,163.263000,-28.336500
163.263100,163.284900,-50.393400
163.285000,163.302300,-39.376300
163.302400,163.321000,-5.707200
163.321100,163.323100,-28.362900
163.323200,163.330400,-16.733200
163.330500,163.349000,-40.617900
163.349100,163.359900,48.751300
163.360000,163.361800,-40.622600
163.361900,163.363000,-21.034700
163.363100,163.371800,-43.686700
163.371900,163.375700,-7.575000
163.375800,163.380200,-35.120700
163.380300,163.391000,10.165200
163.391100,163.404700,-14.935100
163.404800,163.428300,-34.527900
163.428400,163.445600,19.917600
163.445700,163.447300,-48.607300
163.447400,163.450300,82.318400
163.450400,163.468200,22.959700
163.468300,163.469400,-42.496900
163.469500,163.496900,65.140800
163.497000,163.503300,-38.227600
163.503400,163.507000,29.046500
163.507100,163.512200,-44.346700
163.512300,163.516000,4.576900
