lower_bound,upper_bound,correction
1.000000,149.981000,-14.655900
149.981100,152.668700,-40.281500
149.981100,152.668700,-40.281500
149.981100,152.668700,-40.281500
149.981100,152.668700,-40.281500
149.981100,152.668700,-40.281500
152.668800,152.984800,16.057100
152.668800,152.984800,16.057100
152.984900,153.691000,-31.339400
152.984900,153.691000,-31.339400
152.984900,153.691000,-31.339400
153.691100,153.711500,47.679200
153.711600,156.455500,-25.194300
153.711600,156.455500,-25.194300
153.711600,156.455500,-25.194300
153.711600,156.455500,-25.194300
153.711600,156.455500,-25.194300
153.711600,156.455500,-25.194300
156.455600,156.456700,32.305000
156.456800,157.137800,-40.816300
157.137900,157.370000,21.370000
157.370100,157.409200,98.209500
157.409300,158.034300,-31.557900
157.409300,158.034300,-31.557900
157.409300,158.034300,-31.557900
157.409300,158.034300,-31.557900
158.034400,158.067900,6.916100
158.068000,158.214000,-15.936700
158.214100,158.661300,51.265700
158.661400,158.686600,-11.145600
158.686700,158.710600,63.820200
158.710700,158.721200,-29.436000
158.721300,158.735000,-11.802700
158.735100,158.802100,71.912000
158.802200,159.174100,-28.704900
158.802200,159.174100,-28.704900
158.802200,159.174100,-28.704900
158.802200,159.174100,-28.704900
158.802200,159.174100,-28.704900
158.802200,159.174100,-28.704900
159.260000,159.304800,10.480000
159.304900,159.391600,60.610700
159.391700,159.515700,-32.922000
159.515800,159.623900,56.618200
159.624000,160.499900,-31.697300
159.624000,160.499900,-31.697300
159.624000,160.499900,-31.697300
159.624000,160.499900,-31.697300
159.624000,160.499900,-31.697300
159.624000,160.499900,-31.697300
159.624000,160.499900,-31.697300
160.500000,160.500300,5.918800
160.500400,160.620400,-43.344700
160.620500,160.657900,25.733000
160.658000,160.972500,6.268900
160.658000,160.972500,6.268900
160.972600,161.038100,24.815100
161.038200,161.078100,-14.948100
161.078200,161.186200,20.357700
161.186300,161.203400,-34.864900
161.203500,161.380000,0.384200
161.380100,161.436000,0.384200
161.380100,161.436000,48.046300
161.436100,161.521200,-13.324000
161.521300,161.594700,2.726200
161.594800,161.661300,67.634400
161.661300,162.196300,-40.279100
161.661300,162.196300,-40.279100
